COUNTRY,MISSION,lat,lon,VISA_ISSUE_DATE, EMPLOYMENT_VISA_IN_NO, TOURIST_VISA_IN_NO,BUSINESS_VISA_IN_NO,CONFERENCE_VISA_IN_NO,BUS_VISA_INDSPOUSE_IN_NO,BUS_VISA_TRANSFER_IN_NO,DIPLOMATIC_VISA_IN_NO,DIPL_DEPENDANT_VISA_IN_NO,EMPLOYMENT_VISA_INDSPOUSE_IN_NO,ENTRY_VISA_IN_NO,MEDICAL_VISA_IN_NO,MEDICAL_ATTENDENT_VISA_IN_NO,MISSIONARY_VISA_IN_NO,PILGRIMAGE_VISA_IN_NO,RESEARCH_VISA_IN_NO,PROJECT_VISA_IN_NO,TRANSIT_VISA_IN_NO,VISIT_VISA_IN_NO,ART_SURROGACY_IN_NO,LONG_TERM_VISA_TRANS_IN_NO,STUDENT_VISA_IN_NO
JAPAN,JAPAN-KOBE,34.690083,135.1955112,2014-01-08T15:14:25Z,2,84,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,35.6894875,139.6917064,2014-01-08T15:14:25Z,0,123,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ALMATY,43.2220146,76.8512485,2014-01-08T15:14:25Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,51.1605227,71.4703558,2014-01-08T15:14:25Z,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,-4.0434771,39.6682065,2014-01-08T15:14:25Z,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,-1.2920659,36.8219462,2014-01-08T15:14:25Z,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
CAMBODIA,CAMBODIA-PHNOMPENH,11.5563738,104.9282099,2014-01-08T15:14:25Z,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,37.566535,126.9779692,2014-01-08T15:14:25Z,7,295,182,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19
KUWAIT,KUWAIT-KUWAIT CITY,29.375859,47.9774052,2014-01-08T15:14:25Z,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAOS,LAOS-VIENTIENE,17.9757058,102.6331035,2014-01-08T15:14:25Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRI LANKA,SRILANKA-COLOMBO,6.9270786,79.861243,2014-01-08T15:14:25Z,0,510,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRI LANKA,SRILANKA-HAMBANTOTA,6.1428829,81.1212308,2014-01-08T15:14:25Z,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-JAFFNA,9.6614981,80.0255465,2014-01-08T15:14:25Z,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRI LANKA,SRILANKA-KANDY,7.2905715,80.6337262,2014-01-08T15:14:25Z,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LATVIA,LATVIA_RIGA,56.9496487,24.1051865,2014-01-08T15:14:25Z,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDIVES,MALDIVES-MALE,4.1754959,73.5093474,2014-01-08T15:14:25Z,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MEXICO,MEXICO-MEXICOCITY,19.4326077,-99.133208,2014-01-08T15:14:25Z,0,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-MANDALAY,21.9588282,96.0891032,2014-01-08T15:14:25Z,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-YANGON,16.8660694,96.195132,2014-01-08T15:14:25Z,0,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,-25.969248,32.5731746,2014-01-08T15:14:25Z,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MAURITIUS,MAURITIUS-PORTLOUIS,-20.1608912,57.5012222,2014-01-08T15:14:25Z,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MALAYSIA,MALAYSIA-KUALALUMPUR,3.139003,101.686855,2014-01-08T15:14:25Z,0,802,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NIGERIA,NIGERIA-ABUJA,9.0764785,7.398574,2014-01-08T15:14:25Z,0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGERIA,NIGERIA-LAGOS,6.5243793,3.3792057,2014-01-08T15:14:25Z,0,9,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NETHERLANDS,NETHERLANDS-THEHAGUE,52.0704978,4.3006999,2014-01-08T15:14:25Z,1,158,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,59.9138688,10.7522454,2014-01-08T15:14:25Z,3,69,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,27.7172453,85.3239605,2014-01-08T15:14:25Z,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,-41.2864603,174.776236,2014-01-08T15:14:25Z,0,30,10,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0
OMAN,OMAN-MUSCAT,23.58589,58.4059227,2014-01-08T15:14:25Z,0,330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
PAKISTAN,PAKISTAN-ISLAMABAD,33.6844202,73.0478848,2014-01-08T15:14:25Z,0,5,15,9,0,0,1,0,0,0,0,0,0,0,0,0,0,228,0,0,0
PERU,PERU-LIMA,-12.0463731,-77.042754,2014-01-08T15:14:25Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,14.5995124,120.9842195,2014-01-08T15:14:25Z,2,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
POLAND,POLAND-WARSAW,52.2296756,21.0122287,2014-01-08T15:14:25Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,38.7222524,-9.1393366,2014-01-08T15:14:25Z,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-MOSCOW,55.755826,37.6172999,2014-01-08T15:14:25Z,0,133,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,59.9342802,30.3350986,2014-01-08T15:14:25Z,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDAN,SUDAN-KHARTOUM,15.5006544,32.5598994,2014-01-08T15:14:25Z,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SINGAPORE,SINGAPORE-SINGAPORE,1.352083,103.819836,2014-01-08T15:14:25Z,0,181,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SERBIA,SERBIA-BELGRADE,44.786568,20.4489216,2014-01-08T15:14:25Z,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVAK REPUBLIC,SLOVAKIA-BRATISLAVA,48.1485965,17.1077478,2014-01-08T15:14:25Z,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVENIA,SLOVENIA-LJUBLJANA,46.0569465,14.5057515,2014-01-08T15:14:25Z,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,59.3293235,18.0685808,2014-01-08T15:14:25Z,1,217,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-CHIANGMAI,18.7060641,98.9817163,2014-01-08T15:14:25Z,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINIDAD AND TOBAGO,TRINIDAD-PORTOFSPAIN,10.6549013,-61.5019256,2014-01-08T15:14:25Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TURKEY,TURKEY-ANKARA,39.9333635,32.8597419,2014-01-08T15:14:25Z,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ISTANBUL,41.0082376,28.9783589,2014-01-08T15:14:25Z,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,25.0329694,121.5654177,2014-01-08T15:14:25Z,2,157,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TANZANIA,TANZANIA-DAR-ES-SALAAM,-6.792354,39.2083284,2014-01-08T15:14:25Z,0,37,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TANZANIA,TANZANIA-ZANZIBAR,-6.1357295,39.3621196,2014-01-08T15:14:25Z,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGANDA,UGANDA-KAMPALA,0.3475964,32.5825197,2014-01-08T15:14:25Z,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UKRAINE,UKRAINE-KYIV,50.4501,30.5234,2014-01-08T15:14:25Z,1,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
UNITED STATES OF AMERICA,USA-ATLANTA,33.7489954,-84.3879824,2014-01-08T15:14:25Z,0,123,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNITED STATES OF AMERICA,USA-CHICAGO,41.8781136,-87.6297982,2014-01-08T15:14:25Z,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,29.7604267,-95.3698028,2014-01-08T15:14:25Z,0,117,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,40.7127753,-74.0059728,2014-01-08T15:14:25Z,0,422,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
UNITED STATES OF AMERICA,USA-SANFRANCISCO,37.7749295,-122.4194155,2014-01-08T15:14:25Z,2,251,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UNITED STATES OF AMERICA,USA-WASHINGTON,47.7510741,-120.7401385,2014-01-08T15:14:25Z,0,84,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UZBEKISTAN,UZBEKISTAN-TASHKENT,41.2994958,69.2400734,2014-01-08T15:14:25Z,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VIETNAM,VIETNAM-HANOI,21.0277644,105.8341598,2014-01-08T15:14:25Z,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,10.8230989,106.6296638,2014-01-08T15:14:25Z,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,YEMEN-SANAA,15.3694451,44.1910066,2014-01-08T15:14:25Z,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,-33.9248685,18.4240553,2014-01-08T15:14:25Z,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-JOHANNESBURG,-26.2041028,28.0473051,2014-01-08T15:14:25Z,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,-25.7478676,28.2292712,2014-01-08T15:14:25Z,0,48,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,24.453884,54.3773438,2014-01-07T15:14:25Z,0,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UNITED ARAB EMIRATES,UAE-DUBAI,25.2048493,55.2707828,2014-01-07T15:14:25Z,0,205,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGENTINA,ARGENTINA-BUENOSAIRES,-34.6036844,-58.3815591,2014-01-07T15:14:25Z,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,-35.2809368,149.1300092,2014-01-07T15:14:25Z,1,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUSTRALIA,AUSTRALIA-MELBOURNE,-37.8136276,144.9630576,2014-01-07T15:14:25Z,1,151,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,-31.9505269,115.8604572,2014-01-07T15:14:25Z,2,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,-33.8688197,151.2092955,2014-01-07T15:14:25Z,0,256,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRIA,AUSTRIA-VIENNA,48.2081743,16.3738189,2014-01-07T15:14:25Z,0,149,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,50.8503463,4.3517211,2014-01-07T15:14:25Z,1,105,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,22.356851,91.7831819,2014-01-07T15:14:25Z,0,264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-DHAKA,23.810332,90.4125181,2014-01-07T15:14:25Z,0,1155,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BANGLADESH,BANGLADESH-RAJSHAHI,24.3635886,88.6241351,2014-01-07T15:14:25Z,0,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BULGARIA,BULGARIA-SOFIA,42.6977082,23.3218675,2014-01-07T15:14:25Z,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAHRAIN,BAHRAIN-ALDIYA,26.2144884,50.5847544,2014-01-07T15:14:25Z,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELARUS,BELARUS-MINSK,53.9045398,27.5615244,2014-01-07T15:14:25Z,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-BRASILIA,-15.826691,-47.9218204,2014-01-07T15:14:25Z,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,-23.5505199,-46.6333094,2014-01-07T15:14:25Z,0,41,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNEI,BRUNEI-DARUSSALAM,4.535277,114.727669,2014-01-07T15:14:25Z,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,45.4215296,-75.6971931,2014-01-07T15:14:25Z,0,28,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,43.653226,-79.3831843,2014-01-07T15:14:25Z,0,580,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CANADA,CANADA-VANCOUVER,49.2827291,-123.1207375,2014-01-07T15:14:25Z,0,501,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,46.9479739,7.4474468,2014-01-07T15:14:25Z,0,120,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHILE,CHILE-SANTIAGO,-33.4488897,-70.6692655,2014-01-07T15:14:25Z,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CHINA,CHINA-BEIJING,39.9041999,116.4073963,2014-01-07T15:14:25Z,0,102,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-GUANGZHOU,23.12911,113.264385,2014-01-07T15:14:25Z,0,116,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHINA,CHINA-HONGKONG,22.396428,114.109497,2014-01-07T15:14:25Z,0,106,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,31.2303904,121.4737021,2014-01-07T15:14:25Z,0,103,93,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,4.7109886,-74.072092,2014-01-07T15:14:25Z,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZECH,CZECH-PRAGUE,50.0755381,14.4378005,2014-01-07T15:14:25Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-BERLIN,52.5200066,13.404954,2014-01-07T15:14:25Z,1,241,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-FRANKFURT,50.1109221,8.6821267,2014-01-07T15:14:25Z,4,293,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-HAMBURG,53.5510846,9.9936819,2014-01-07T15:14:25Z,0,98,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,48.1351253,11.5819805,2014-01-07T15:14:25Z,0,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENMARK,DENMARK-COPENHAGEN,55.6760968,12.5683372,2014-01-07T15:14:25Z,1,104,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SPAIN,SPAIN-MADRID,40.4167754,-3.7037902,2014-01-07T15:14:25Z,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINLAND,FINLAND-HELSINKI,60.1698557,24.9383791,2014-01-07T15:14:25Z,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIJI,FIJI-SUVA,-18.1248086,178.4500789,2014-01-07T15:14:25Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCE,FRANCE-PARIS,48.856614,2.3522219,2014-01-07T15:14:25Z,0,882,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UNITED KINGDOM,UK-BIRMINGHAM,52.486243,-1.890401,2014-01-07T15:14:25Z,0,432,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,55.953252,-3.188267,2014-01-07T15:14:25Z,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,51.5073509,-0.1277583,2014-01-07T15:14:25Z,2,2092,200,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GHANA,GHANA-ACCRA,5.6037168,-0.1869644,2014-01-07T15:14:25Z,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GREECE,GREECE-ATHENS,37.9838096,23.7275388,2014-01-07T15:14:25Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,GUATEMALA-GUATEMALACITY,14.6349149,-90.5068824,2014-01-07T15:14:25Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROATIA,CROATIA-ZAGREB,45.8150108,15.9819189,2014-01-07T15:14:25Z,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,47.497912,19.040235,2014-01-07T15:14:25Z,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,-6.2087634,106.845599,2014-01-07T15:14:25Z,11,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
INDIA,MEA(CPV),28.6161291,77.2338851,2014-01-07T15:14:25Z,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRELAND,IRELAND-DUBLIN,53.3498053,-6.2603097,2014-01-07T15:14:25Z,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-BANDARABBAS,27.1832216,56.2666455,2014-01-07T15:14:25Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
IRAN,IRAN-TEHRAN,35.6891975,51.3889736,2014-01-07T15:14:25Z,0,114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IRAN,IRAN-ZAHEDAN,29.451926,60.8841983,2014-01-07T15:14:25Z,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICELAND,ICELAND-REYKJAVIK,64.146582,-21.9426354,2014-01-07T15:14:25Z,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,ISRAEL-TELAVIV,32.0852999,34.7817676,2014-01-07T15:14:25Z,0,87,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,45.4642035,9.189982,2014-01-07T15:14:25Z,1,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-ROME,41.9027835,12.4963655,2014-01-07T15:14:25Z,0,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JORDAN,JORDAN-AMMAN,31.9453666,35.9283716,2014-01-07T15:14:25Z,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,34.690083,135.1955112,2014-01-07T15:14:25Z,2,73,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,35.6894875,139.6917064,2014-01-07T15:14:25Z,1,168,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ALMATY,43.2220146,76.8512485,2014-01-07T15:14:25Z,0,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,51.1605227,71.4703558,2014-01-07T15:14:25Z,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,-4.0434771,39.6682065,2014-01-07T15:14:25Z,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KENYA,KENYA-NAIROBI,-1.2920659,36.8219462,2014-01-07T15:14:25Z,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,37.566535,126.9779692,2014-01-07T15:14:25Z,1,212,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
KUWAIT,KUWAIT-KUWAIT CITY,29.375859,47.9774052,2014-01-07T15:14:25Z,0,47,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAOS,LAOS-VIENTIENE,17.9757058,102.6331035,2014-01-07T15:14:25Z,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-COLOMBO,6.9270786,79.861243,2014-01-07T15:14:25Z,0,570,63,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
SRI LANKA,SRILANKA-HAMBANTOTA,6.1428829,81.1212308,2014-01-07T15:14:25Z,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-JAFFNA,9.6614981,80.0255465,2014-01-07T15:14:25Z,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRI LANKA,SRILANKA-KANDY,7.2905715,80.6337262,2014-01-07T15:14:25Z,0,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDIVES,MALDIVES-MALE,4.1754959,73.5093474,2014-01-07T15:14:25Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MEXICO,MEXICO-MEXICOCITY,19.4326077,-99.133208,2014-01-07T15:14:25Z,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYANMAR,MYANMAR-MANDALAY,21.9588282,96.0891032,2014-01-07T15:14:25Z,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MYANMAR,MYANMAR-YANGON,16.8660694,96.195132,2014-01-07T15:14:25Z,0,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,-25.969248,32.5731746,2014-01-07T15:14:25Z,0,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITIUS,MAURITIUS-PORTLOUIS,-20.1608912,57.5012222,2014-01-07T15:14:25Z,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MALAYSIA,MALAYSIA-KUALALUMPUR,3.139003,101.686855,2014-01-07T15:14:25Z,0,906,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGERIA,NIGERIA-ABUJA,9.0764785,7.398574,2014-01-07T15:14:25Z,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NIGERIA,NIGERIA-LAGOS,6.5243793,3.3792057,2014-01-07T15:14:25Z,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,52.0704978,4.3006999,2014-01-07T15:14:25Z,2,143,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,59.9138688,10.7522454,2014-01-07T15:14:25Z,1,67,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,27.7172453,85.3239605,2014-01-07T15:14:25Z,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,-41.2864603,174.776236,2014-01-07T15:14:25Z,0,77,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,23.58589,58.4059227,2014-01-07T15:14:25Z,0,327,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PAKISTAN,PAKISTAN-ISLAMABAD,33.6844202,73.0478848,2014-01-07T15:14:25Z,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0
